0,0
0.1669,0.0047863
0.33381,0.019501
0.50071,0.044236
0.66762,0.07857
0.83452,0.12168
1.0014,0.17245
1.1683,0.22955
1.3352,0.29156
1.5021,0.35701
1.669,0.42447
1.8359,0.49262
2.0029,0.56024
2.1698,0.62629
2.3367,0.68992
2.5036,0.75043
2.6705,0.80734
2.8374,0.86033
3.0043,0.90924
3.1712,0.95405
3.3381,0.99487
3.505,1.0319
3.6719,1.0654
3.8388,1.0957
4.0057,1.1232
4.1726,1.1483
4.3395,1.1713
4.5064,1.1925
4.6733,1.2124
4.8402,1.2312
5.0071,1.2492
5.174,1.2665
5.3409,1.2835
5.5078,1.3001
5.6747,1.3165
5.8416,1.3328
6.0086,1.3489
6.1755,1.365
6.3424,1.3809
6.5093,1.3967
6.6762,1.4123
6.8431,1.4276
7.01,1.4427
7.1769,1.4573
7.3438,1.4716
7.5107,1.4855
7.6776,1.4989
7.8445,1.5118
8.0114,1.5242
8.1783,1.536
8.3452,1.5474
8.5121,1.5582
8.679,1.5685
8.8459,1.5783
9.0128,1.5876
9.1797,1.5965
9.3466,1.6049
9.5135,1.613
9.6804,1.6206
9.8473,1.628
10.014,1.635
10.181,1.6417
10.348,1.6481
10.515,1.6543
10.682,1.6603
10.849,1.6661
11.016,1.6716
11.183,1.677
11.349,1.6822
11.516,1.6872
11.683,1.692
11.85,1.6967
12.017,1.7013
12.184,1.7056
12.351,1.7099
12.518,1.714
12.685,1.7179
12.852,1.7217
13.019,1.7254
13.185,1.7289
13.352,1.7323
13.519,1.7356
13.686,1.7387
13.853,1.7417
14.02,1.7446
14.187,1.7474
14.354,1.7501
14.521,1.7527
14.688,1.7552
14.854,1.7575
15.021,1.7598
15.188,1.762
15.355,1.7641
15.522,1.7662
15.689,1.7681
15.856,1.77
16.023,1.7718
16.19,1.7735
16.357,1.7752
16.524,1.7768
16.69,1.7783
16.857,1.7798
17.024,1.7813
17.191,1.7827
17.358,1.784
17.525,1.7853
17.692,1.7865
17.859,1.7877
18.026,1.7888
18.193,1.79
18.359,1.791
18.526,1.792
18.693,1.793
18.86,1.794
19.027,1.7949
19.194,1.7958
19.361,1.7966
19.528,1.7974
19.695,1.7982
19.862,1.799
20.029,1.7997
20.195,1.8004
20.362,1.801
20.529,1.8017
20.696,1.8023
20.863,1.8029
21.03,1.8035
21.197,1.804
21.364,1.8046
21.531,1.8051
21.698,1.8056
21.864,1.806
22.031,1.8065
22.198,1.8069
22.365,1.8074
22.532,1.8078
22.699,1.8082
22.866,1.8085
23.033,1.8089
23.2,1.8092
23.367,1.8096
23.533,1.8099
23.7,1.8102
23.867,1.8105
24.034,1.8108
24.201,1.8111
24.368,1.8114
24.535,1.8116
24.702,1.8119
24.869,1.8121
25.036,1.8123
25.203,1.8125
25.369,1.8128
25.536,1.813
25.703,1.8132
25.87,1.8133
26.037,1.8135
26.204,1.8137
26.371,1.8139
26.538,1.814
26.705,1.8142
26.872,1.8143
27.038,1.8145
27.205,1.8146
27.372,1.8148
27.539,1.8149
27.706,1.815
27.873,1.8151
28.04,1.8152
28.207,1.8154
28.374,1.8155
28.541,1.8156
28.708,1.8157
28.874,1.8158
29.041,1.8158
29.208,1.8159
29.375,1.816
29.542,1.8161
29.709,1.8162
29.876,1.8163
30.043,1.8163
30.21,1.8164
30.377,1.8165
30.543,1.8165
30.71,1.8166
30.877,1.8166
31.044,1.8167
31.211,1.8168
31.378,1.8168
31.545,1.8169
31.712,1.8169
31.879,1.817
32.046,1.817
32.213,1.8171
32.379,1.8171
32.546,1.8171
32.713,1.8172
32.88,1.8172
33.047,1.8173
33.214,1.8173
33.381,1.8173
33.548,1.8174
33.715,1.8174
33.882,1.8174
34.048,1.8174
34.215,1.8175
34.382,1.8175
34.549,1.8175
34.716,1.8175
34.883,1.8176
35.05,1.8176
35.217,1.8176
35.384,1.8176
35.551,1.8177
35.717,1.8177
35.884,1.8177
36.051,1.8177
36.218,1.8177
36.385,1.8177
36.552,1.8178
36.719,1.8178
36.886,1.8178
37.053,1.8178
37.22,1.8178
37.387,1.8178
37.553,1.8179
37.72,1.8179
37.887,1.8179
38.054,1.8179
38.221,1.8179
