re	im																																																																																																																																																																																														
-0.333336444	-408.2493791																																																																																															
-0.333644557	-40.83571494																																																																																															
-0.333749588	-35.31524984																																																																																															
-0.333890089	-30.54200652																																																																																															
-0.334078053	-26.41498962																																																																																															
-0.334329549	-22.84687698																																																																																															
-0.334666108	-19.76217201																																																																																															
-0.335116604	-17.09560619																																																																																															
-0.335719792	-14.79075801																																																																																															
-0.336527759	-12.79885904																																																																																															
-0.337610614	-11.07776181																																																																																															
-0.33906294	-9.591047628																																																																																															
-0.341012688	-8.307255368																																																																																															
-0.343633606	-7.199214641																																																																																															
-0.347162773	-6.243468859																																																																																															
-0.351925718	-5.419775203																																																																																															
-0.358373007	-4.7106693																																																																																															
-0.36713454	-4.101082172																																																																																															
-0.379101743	-3.577994454																																																																																															
-0.395554263	-3.130105604																																																																																															
-0.418357732	-2.747477629																																																																																															
-0.450271169	-2.421068633																																																																																															
-0.485189508	-2.193775406																																																																																															
-0.536571602	-1.974240501																																																																																															
-0.591506351	-1.813194187																																																																																															
-0.648474303	-1.685698303																																																																																															
-0.706002849	-1.577589131																																																																																															
-0.762677796	-1.480393137																																																																																															
-0.817155672	-1.388895275																																																																																															
-0.868177512	-1.299874936																																																																																															
-0.914583701	-1.211402459																																																																																															
-0.955329149	-1.122423507																																																																																															
-0.989497979	-1.032499387																																																																																															
-1	-1																																																																																															
-1.01631703	-0.94163564																																																																																															
-1.035167561	-0.850162438																																																																																															
-1.045594668	-0.758646397																																																																																															
-1.047314048	-0.667822039																																																																																															
-1.040215813	-0.578535977																																																																																															
-1.024365192	-0.49169967																																																																																															
-1	-0.40824829																																																																																															
-0.967524865	-0.329104212																																																																																															
-0.927502267	-0.255144291																																																																																															
-0.8806405	-0.187170462																																																																																															
-0.827778745	-0.125883419																																																																																															
-0.769869475	-0.071859274																																																																																															
-0.707958475	-0.025529162																																																																																															
-0.643162774	0.012838211																																																																																															
-0.576646807	0.043151099																																																																																															
-0.509597127	0.065506323																																																																																															
-0.44319597	0.080197946																																																																																															
-0.378593909	0.087722931																																																																																															
-0.316881818	0.088783452																																																																																															
-0.259062238	0.084285063																																																																																															
-0.206020203	0.075328888																																																																																															
-0.158493649	0.063194187																																																																																															
-0.117043835	0.049304355																																																																																															
-0.085031131	0.036459775																																																																																															
-0.082027325	0.035164471																																																																																															
-0.056704086	0.02372048																																																																																															
-0.03952121	0.015595418																																																																																															
-0.02801113	0.010184971																																																																																															
-0.020112925	0.006626521																																																																																															
-0.014586239	0.004301816																																																																																															
-0.01065858	0.002788911																																																																																															
-0.007833282	0.001806555																																																																																															
-0.005781828	0.001169581																																																																																															
-0.004281532	0.000756924																																																																																															
-0.003178297	0.000489741																																																																																															
-0.002363666	0.000316816																																																																																															
-0.001760251	0.000204925																																																																																															
-0.001312232	0.00013254																																																																																															
-0.000978997	8.57E-05																																																																																															
-0.000730807	5.54E-05																																																																																															
-0.000545773	3.58E-05																																																																																															
-0.00040772	2.32E-05																																																																																															
-0.000304661	1.50E-05																																																																																															
-0.000227693	9.69E-06																																																																																															
-0.000170193	6.27E-06																																																																																															
-0.000127226	4.05E-06																																																																																															
-9.51E-05	2.62E-06																																																																																															
-7.11E-05	1.69E-06																																																																																															
-5.32E-05	1.10E-06																																																																																															
-3.98E-05	7.09E-07																																																																																															
-2.97E-05	4.58E-07																																																																																															
-2.22E-05	2.96E-07																																																																																															
-2.22E-07	2.96E-10																																																																																															
-2.22E-11	2.96E-16																																																																																															
-2.22E-17	2.96E-25																																																																																															
-2.22E-25	2.96E-37																																																																																															
-2.22E-35	-2.72E-51																																																																																															
-5.00E-41	-6.12E-57																																																																																															
