t	w1	w2	w3	w4
0.493	9.953111589	9.007640803	8.062170016	6.171228443
0.494	9.953326444	9.007838666	8.062350888	6.171375331
0.495	9.953538434	9.008033891	8.062529348	6.171520261
0.496	9.9537476	9.008226515	8.06270543	6.17166326
0.497	9.953953977	9.008416571	8.062879164	6.171804352
0.498	9.954157603	9.008604093	8.063050583	6.171943564
0.499	9.954358515	9.008789116	8.063219717	6.17208092
0.5	9.954556749	9.008971673	8.063386597	6.172216445
0.501	9.954752341	9.009151797	8.063551252	6.172350164
0.502	9.954945326	9.009329519	8.063713713	6.1724821
0.503	9.955135738	9.009504873	8.063874008	6.172612278
0.504	9.955323613	9.00967789	8.064032167	6.172740721
0.505	9.955508983	9.0098486	8.064188217	6.172867451
0.506	9.955691882	9.010017035	8.064342187	6.172992493
0.507	9.955872344	9.010183225	8.064494106	6.173115867
0.508	9.9560504	9.010347199	8.064643999	6.173237598
0.509	9.956226083	9.010508988	8.064791894	6.173357705
0.51	9.956399424	9.010668621	8.064937818	6.173476212
0.511	9.956570454	9.010826126	8.065081797	6.173593139
0.512	9.956739205	9.010981531	8.065223857	6.173708508
0.513	9.956905707	9.011134865	8.065364023	6.173822339
0.514	9.957069989	9.011286155	8.065502321	6.173934653
0.515	9.957232082	9.011435429	8.065638775	6.174045469
0.516	9.957392014	9.011582712	8.065773411	6.174154809
0.517	9.957549814	9.011728033	8.065906252	6.174262691
0.518	9.957705511	9.011871417	8.066037323	6.174369135
0.519	9.957859132	9.012012889	8.066166646	6.17447416
0.52	9.958010706	9.012152476	8.066294246	6.174577786
0.521	9.95816026	9.012290202	8.066420145	6.17468003
0.522	9.95830782	9.012426093	8.066544366	6.174780911
0.523	9.958453414	9.012560172	8.066666931	6.174880448
0.524	9.958597066	9.012692464	8.066787862	6.174978658
0.525	9.958738804	9.012822993	8.066907181	6.175075559
0.526	9.958878653	9.012951782	8.06702491	6.175171168
0.527	9.959016638	9.013078854	8.06714107	6.175265503
0.528	9.959152783	9.013204232	8.067255682	6.17535858
0.529	9.959287114	9.01332794	8.067368766	6.175450417
0.53	9.959419654	9.013449998	8.067480342	6.17554103
0.531	9.959550428	9.013570429	8.067590431	6.175630435
0.532	9.959679458	9.013689256	8.067699053	6.175718648
0.533	9.959806769	9.013806498	8.067806227	6.175805686
0.534	9.959932382	9.013922178	8.067911973	6.175891563
0.535	9.960056322	9.014036315	8.068016309	6.175976296
0.536	9.960178609	9.014148932	8.068119254	6.176059899
0.537	9.960299266	9.014260047	8.068220827	6.176142388
0.538	9.960418315	9.014369681	8.068321046	6.176223777
0.539	9.960535778	9.014477854	8.06841993	6.176304082
0.54	9.960651674	9.014584585	8.068517495	6.176383316
0.541	9.960766026	9.014689893	8.06861376	6.176461494
0.542	9.960878854	9.014793798	8.068708742	6.17653863
0.543	9.960990178	9.014896318	8.068802458	6.176614738
0.544	9.961100017	9.014997471	8.068894924	6.176689831
0.545	9.961208393	9.015097276	8.068986159	6.176763924
0.546	9.961315324	9.015195751	8.069076177	6.176837029
0.547	9.96142083	9.015292913	8.069164995	6.176909159
0.548	9.96152493	9.01538878	8.069252629	6.176980328
0.549	9.961627642	9.015483369	8.069339095	6.177050549
0.55	9.961728985	9.015576697	8.069424409	6.177119833
0.551	9.961828977	9.015668782	8.069508586	6.177188194
0.552	9.961927637	9.015759639	8.06959164	6.177255644
0.553	9.962024981	9.015849284	8.069673588	6.177322194
0.554	9.962121028	9.015937735	8.069754443	6.177387858
0.555	9.962215795	9.016025008	8.06983422	6.177452646
0.556	9.962309298	9.016111116	8.069912935	6.177516571
0.557	9.962401555	9.016196077	8.0699906	6.177579644
0.558	9.962492583	9.016279906	8.070067229	6.177641876
0.559	9.962582397	9.016362617	8.070142838	6.177703278
0.56	9.962671014	9.016444226	8.070217438	6.177763863
0.561	9.96275845	9.016524747	8.070291044	6.177823639
0.562	9.96284472	9.016604195	8.070363669	6.177882619
0.563	9.96292984	9.016682583	8.070435326	6.177940813
0.564	9.963013826	9.016759927	8.070506028	6.177998231
0.565	9.963096693	9.01683624	8.070575788	6.178054883
0.566	9.963178455	9.016911536	8.070644618	6.178110781
0.567	9.963259127	9.016985828	8.07071253	6.178165933
0.568	9.963338723	9.01705913	8.070779537	6.17822035
0.569	9.963417259	9.017131455	8.070845651	6.178274042
0.57	9.963494748	9.017202816	8.070910883	6.178327019
0.571	9.963571204	9.017273225	8.070975247	6.178379289
0.572	9.963646641	9.017342697	8.071038752	6.178430862
0.573	9.963721073	9.017411242	8.071101411	6.178481748
0.574	9.963794512	9.017478873	8.071163234	6.178531956
0.575	9.963866973	9.017545603	8.071224234	6.178581495
0.576	9.963938468	9.017611444	8.07128442	6.178630373
0.577	9.964009009	9.017676407	8.071343805	6.1786786
0.578	9.964078611	9.017740504	8.071402397	6.178726184
0.579	9.964147285	9.017803747	8.071460209	6.178773133
0.58	9.964215043	9.017866147	8.07151725	6.178819457
0.581	9.964281898	9.017927715	8.071573531	6.178865164
0.582	9.964347862	9.017988462	8.071629062	6.178910261
0.583	9.964412947	9.0180484	8.071683852	6.178954757
0.584	9.964477165	9.018107538	8.071737912	6.17899866
0.585	9.964540526	9.018165889	8.071791252	6.179041978
0.586	9.964603043	9.018223462	8.07184388	6.179084718
0.587	9.964664726	9.018280267	8.071895808	6.179126889
0.588	9.964725588	9.018336315	8.071947043	6.179168497
0.589	9.964785638	9.018391616	8.071997595	6.179209551
0.59	9.964844887	9.01844618	8.072047473	6.179250058
0.591	9.964903347	9.018500017	8.072096686	6.179290025
0.592	9.964961028	9.018553136	8.072145244	6.179329459
0.593	9.96501794	9.018605547	8.072193154	6.179368368
0.594	9.965074093	9.01865726	8.072240426	6.179406758
0.595	9.965129498	9.018708283	8.072287067	6.179444636
0.596	9.965184165	9.018758626	8.072333087	6.179482009
0.597	9.965238102	9.018808298	8.072378493	6.179518884
0.598	9.965291321	9.018857308	8.072423295	6.179555268
0.599	9.96534383	9.018905665	8.072467499	6.179591167
0.6	9.96539564	9.018953377	8.072511113	6.179626587
