t	I1	I2	I3	I4	i5
0.053	9.103343918	9.579088757	9.942880194	10.22937234	10.81005868
0.054	9.015017027	9.498985245	9.870171271	10.16311659	10.75847269
0.055	8.927849465	9.419581359	9.797854208	10.09703816	10.70670691
0.056	8.841905809	9.340950151	9.726005818	10.03121551	10.65484031
0.057	8.757239144	9.263153721	9.654692394	9.96571688	10.60294231
0.058	8.67389241	9.186244477	9.583970911	9.900601518	10.55107392
0.059	8.591899607	9.110266255	9.513890079	9.835920644	10.4992886
0.06	8.511286868	9.035255315	9.4444913	9.771718389	10.44763319
0.061	8.432073422	8.961241234	9.375809507	9.7080326	10.39614861
0.062	8.354272443	8.888247698	9.30787392	9.644895567	10.34487056
0.063	8.277891811	8.816293208	9.240708713	9.582334666	10.29383011
0.064	8.202934787	8.745391709	9.17433361	9.520372926	10.24305423
0.065	8.12940061	8.675553145	9.108764418	9.459029547	10.19256626
0.066	8.057285034	8.606783955	9.044013489	9.398320344	10.14238634
0.067	7.986580792	8.539087515	8.980090145	9.33825815	10.09253176
0.068	7.917278019	8.472464524	8.917001043	9.278853172	10.04301733
0.069	7.849364622	8.406913354	8.854750507	9.220113309	9.993855618
0.07	7.7828266	8.342430351	8.793340813	9.162044427	9.945057255
0.071	7.717648341	8.27901011	8.732772456	9.104650612	9.896631139
0.072	7.653812872	8.216645711	8.67304437	9.047934382	9.848584653
0.073	7.591302081	8.155328936	8.614154131	8.991896892	9.800923834
0.074	7.530096923	8.09505045	8.556098141	8.936538095	9.75365354
0.075	7.470177584	8.035799971	8.49887178	8.881856903	9.706777589
0.076	7.411523641	7.977566413	8.442469549	8.827851317	9.660298883
0.077	7.354114193	7.920338015	8.386885191	8.774518545	9.614219521
0.078	7.297927979	7.864102456	8.332111803	8.721855111	9.568540894
0.079	7.242943478	7.808846952	8.278141926	8.669856947	9.523263772
0.08	7.189139003	7.754558345	8.224967639	8.618519472	9.478388383
0.081	7.136492777	7.701223179	8.172580623	8.567837666	9.433914477
0.082	7.084982998	7.648827768	8.120972236	8.517806137	9.38984139
0.083	7.034587904	7.597358255	8.070133565	8.468419171	9.346168091
0.084	6.985285817	7.546800665	8.020055478	8.419670789	9.302893233
0.085	6.937055192	7.497140948	7.970728669	8.371554783	9.260015195
0.086	6.889874651	7.448365017	7.9221437	8.324064762	9.217532113
0.087	6.843723016	7.400458789	7.87429103	8.277194179	9.175441917
0.088	6.798579339	7.353408206	7.827161048	8.230936368	9.133742358
0.089	6.75442292	7.307199267	7.780744102	8.185284561	9.092431033
0.09	6.711233329	7.261818048	7.735030515	8.140231921	9.051505403
0.091	6.668990424	7.217250722	7.690010613	8.095771554	9.010962821
0.092	6.627674359	7.173483574	7.645674736	8.051896532	8.970800542
0.093	6.5872656	7.130503017	7.602013257	8.008599905	8.931015739
0.094	6.547744927	7.0882956	7.559016593	7.965874716	8.89160552
0.095	6.509093447	7.046848025	7.51667522	7.923714013	8.852566935
0.096	6.471292594	7.006147148	7.474979676	7.882110859	8.81389699
0.097	6.434324136	6.96617999	7.433920576	7.841058339	8.775592654
0.098	6.39817017	6.926933742	7.393488616	7.800549573	8.737650867
0.099	6.362813133	6.88839577	7.35367458	7.760577715	8.700068549
0.1	6.328235792	6.850553618	7.314469343	7.721135966	8.662842604
0.101	6.294421249	6.813395009	7.275863879	7.682217574	8.625969925
0.102	6.261352938	6.776907851	7.237849262	7.643815842	8.589447401
0.103	6.22901462	6.741080235	7.20041667	7.605924127	8.55327192
0.104	6.197390386	6.705900436	7.163557384	7.568535848	8.517440372
0.105	6.166464646	6.671356916	7.127262797	7.531644486	8.481949653
0.106	6.136222131	6.63743832	7.091524409	7.495243585	8.446796668
0.107	6.106647887	6.604133481	7.056333828	7.459326758	8.411978331
