t	I1	I2	I3	I4
0.494	2.58650243	2.418190735	2.401043018	2.400009831
0.495	2.584927644	2.417948268	2.401022877	2.400009546
0.496	2.583366155	2.417709034	2.401003126	2.400009269
0.497	2.581817851	2.417472988	2.400983755	2.400009
0.498	2.580282621	2.417240088	2.400964759	2.400008738
0.499	2.578760354	2.417010293	2.40094613	2.400008485
0.5	2.57725094	2.416783561	2.40092786	2.400008239
0.501	2.575754272	2.41655985	2.400909943	2.400007999
0.502	2.574270241	2.416339122	2.400892372	2.400007767
0.503	2.572798741	2.416121336	2.400875141	2.400007542
0.504	2.571339666	2.415906453	2.400858242	2.400007323
0.505	2.569892911	2.415694433	2.400841669	2.40000711
0.506	2.568458372	2.41548524	2.400825417	2.400006904
0.507	2.567035947	2.415278836	2.400809478	2.400006703
0.508	2.565625531	2.415075182	2.400793847	2.400006509
0.509	2.564227025	2.414874243	2.400778518	2.40000632
0.51	2.562840328	2.414675983	2.400763485	2.400006136
0.511	2.56146534	2.414480365	2.400748742	2.400005958
0.512	2.560101962	2.414287354	2.400734284	2.400005785
0.513	2.558750095	2.414096916	2.400720105	2.400005617
0.514	2.557409644	2.413909017	2.4007062	2.400005454
0.515	2.556080511	2.413723622	2.400692563	2.400005296
0.516	2.554762602	2.413540698	2.40067919	2.400005142
0.517	2.55345582	2.413360212	2.400666074	2.400004993
0.518	2.552160072	2.413182132	2.400653213	2.400004848
0.519	2.550875266	2.413006426	2.400640599	2.400004707
0.52	2.549601308	2.412833062	2.400628229	2.400004571
0.521	2.548338107	2.412662008	2.400616098	2.400004438
0.522	2.547085572	2.412493235	2.400604201	2.400004309
0.523	2.545843614	2.412326711	2.400592534	2.400004184
0.524	2.544612142	2.412162407	2.400581093	2.400004063
0.525	2.543391068	2.412000292	2.400569872	2.400003945
0.526	2.542180306	2.411840339	2.400558868	2.40000383
0.527	2.540979766	2.411682518	2.400548076	2.400003719
0.528	2.539789363	2.4115268	2.400537493	2.400003611
0.529	2.538609013	2.411373158	2.400527114	2.400003506
0.53	2.537438628	2.411221563	2.400516935	2.400003404
0.531	2.536278126	2.41107199	2.400506953	2.400003306
0.532	2.535127423	2.41092441	2.400497164	2.40000321
0.533	2.533986437	2.410778797	2.400487564	2.400003117
0.534	2.532855085	2.410635125	2.400478149	2.400003026
0.535	2.531733285	2.410493368	2.400468916	2.400002938
0.536	2.530620958	2.410353501	2.400459861	2.400002853
0.537	2.529518023	2.410215498	2.400450981	2.40000277
0.538	2.528424401	2.410079334	2.400442273	2.40000269
0.539	2.527340013	2.409944985	2.400433733	2.400002612
0.54	2.526264782	2.409812427	2.400425357	2.400002536
0.541	2.52519863	2.409681636	2.400417144	2.400002462
0.542	2.52414148	2.409552589	2.400409089	2.400002391
0.543	2.523093256	2.409425261	2.400401189	2.400002321
0.544	2.522053883	2.409299631	2.400393442	2.400002254
0.545	2.521023287	2.409175675	2.400385845	2.400002189
0.546	2.520001393	2.409053371	2.400378394	2.400002125
0.547	2.518988127	2.408932697	2.400371088	2.400002063
0.548	2.517983417	2.408813632	2.400363922	2.400002003
0.549	2.516987191	2.408696154	2.400356895	2.400001945
0.55	2.515999376	2.408580242	2.400350003	2.400001889
0.551	2.515019903	2.408465875	2.400343244	2.400001834
0.552	2.5140487	2.408353032	2.400336616	2.400001781
0.553	2.513085697	2.408241694	2.400330116	2.400001729
0.554	2.512130826	2.408131839	2.400323742	2.400001679
0.555	2.511184018	2.408023449	2.40031749	2.40000163
0.556	2.510245204	2.407916503	2.40031136	2.400001583
0.557	2.509314318	2.407810983	2.400305347	2.400001537
0.558	2.508391292	2.40770687	2.400299451	2.400001492
0.559	2.507476059	2.407604144	2.400293669	2.400001449
0.56	2.506568555	2.407502787	2.400287998	2.400001407
0.561	2.505668713	2.407402782	2.400282437	2.400001366
0.562	2.504776469	2.407304109	2.400276983	2.400001326
0.563	2.50389176	2.407206752	2.400271634	2.400001288
0.564	2.50301452	2.407110692	2.400266389	2.40000125
0.565	2.502144688	2.407015913	2.400261245	2.400001214
0.566	2.501282201	2.406922397	2.400256201	2.400001179
0.567	2.500426996	2.406830127	2.400251253	2.400001145
0.568	2.499579012	2.406739088	2.400246402	2.400001111
0.569	2.498738189	2.406649262	2.400241644	2.400001079
0.57	2.497904465	2.406560633	2.400236978	2.400001048
0.571	2.497077781	2.406473185	2.400232402	2.400001017
0.572	2.496258077	2.406386903	2.400227914	2.400000988
0.573	2.495445295	2.406301772	2.400223513	2.400000959
0.574	2.494639376	2.406217774	2.400219197	2.400000931
0.575	2.493840261	2.406134897	2.400214964	2.400000904
0.576	2.493047894	2.406053124	2.400210813	2.400000878
0.577	2.492262218	2.405972441	2.400206743	2.400000853
0.578	2.491483176	2.405892834	2.40020275	2.400000828
0.579	2.490710712	2.405814288	2.400198835	2.400000804
0.58	2.489944771	2.405736788	2.400194996	2.400000781
0.581	2.489185297	2.405660322	2.40019123	2.400000758
0.582	2.488432235	2.405584875	2.400187538	2.400000736
0.583	2.487685533	2.405510433	2.400183916	2.400000715
0.584	2.486945135	2.405436984	2.400180365	2.400000694
0.585	2.486210989	2.405364514	2.400176882	2.400000674
0.586	2.485483043	2.405293009	2.400173467	2.400000654
0.587	2.484761242	2.405222458	2.400170117	2.400000635
0.588	2.484045537	2.405152848	2.400166832	2.400000617
0.589	2.483335875	2.405084165	2.400163611	2.400000599
0.59	2.482632205	2.405016397	2.400160451	2.400000581
0.591	2.481934476	2.404949533	2.400157353	2.400000564
0.592	2.481242639	2.40488356	2.400154314	2.400000548
0.593	2.480556644	2.404818466	2.400151335	2.400000532
0.594	2.479876441	2.40475424	2.400148412	2.400000517
0.595	2.479201982	2.404690871	2.400145547	2.400000502
0.596	2.478533218	2.404628345	2.400142736	2.400000487
0.597	2.477870101	2.404566654	2.40013998	2.400000473
0.598	2.477212582	2.404505784	2.400137277	2.400000459
0.599	2.476560616	2.404445726	2.400134626	2.400000446
0.6	2.475914155	2.404386468	2.400132026	2.400000433
