t	I1	I2	I3	I4
0.49	0.232325929	0.02280006	0.001318361	1.26E-05
0.491	0.230364219	0.022496155	0.001292904	1.23E-05
0.492	0.228419074	0.022196301	0.001267938	1.19E-05
0.493	0.226490353	0.021900444	0.001243454	1.16E-05
0.494	0.224577918	0.02160853	0.001219443	1.12E-05
0.495	0.222681631	0.021320507	0.001195896	1.09E-05
0.496	0.220801355	0.021036324	0.001172803	1.06E-05
0.497	0.218936957	0.020755928	0.001150156	1.03E-05
0.498	0.217088301	0.02047927	0.001127947	9.97E-06
0.499	0.215255254	0.020206299	0.001106166	9.68E-06
0.5	0.213437686	0.019936967	0.001084806	9.40E-06
0.501	0.211635465	0.019671224	0.001063859	9.13E-06
0.502	0.209848461	0.019409024	0.001043316	8.86E-06
0.503	0.208076546	0.019150319	0.00102317	8.61E-06
0.504	0.206319593	0.018895062	0.001003412	8.36E-06
0.505	0.204577475	0.018643207	0.000984036	8.11E-06
0.506	0.202850067	0.01839471	0.000965035	7.88E-06
0.507	0.201137246	0.018149524	0.0009464	7.65E-06
0.508	0.199438887	0.017907607	0.000928125	7.43E-06
0.509	0.197754868	0.017668914	0.000910203	7.21E-06
0.51	0.196085069	0.017433403	0.000892627	7.00E-06
0.511	0.194429369	0.017201031	0.000875391	6.80E-06
0.512	0.19278765	0.016971756	0.000858487	6.60E-06
0.513	0.191159793	0.016745538	0.00084191	6.41E-06
0.514	0.189545681	0.016522334	0.000825652	6.22E-06
0.515	0.187945199	0.016302106	0.000809709	6.04E-06
0.516	0.18635823	0.016084813	0.000794074	5.87E-06
0.517	0.184784662	0.015870417	0.00077874	5.70E-06
0.518	0.183224381	0.015658878	0.000763703	5.53E-06
0.519	0.181677274	0.015450159	0.000748956	5.37E-06
0.52	0.18014323	0.015244222	0.000734494	5.22E-06
0.521	0.17862214	0.01504103	0.000720311	5.07E-06
0.522	0.177113894	0.014840546	0.000706401	4.92E-06
0.523	0.175618383	0.014642735	0.000692761	4.78E-06
0.524	0.174135499	0.01444756	0.000679384	4.64E-06
0.525	0.172665137	0.014254986	0.000666265	4.50E-06
0.526	0.17120719	0.01406498	0.000653399	4.37E-06
0.527	0.169761554	0.013877506	0.000640782	4.24E-06
0.528	0.168328124	0.013692531	0.000628409	4.12E-06
0.529	0.166906798	0.013510022	0.000616274	4.00E-06
0.53	0.165497473	0.013329945	0.000604374	3.89E-06
0.531	0.164100049	0.013152268	0.000592704	3.77E-06
0.532	0.162714424	0.01297696	0.000581259	3.66E-06
0.533	0.161340498	0.012803989	0.000570035	3.56E-06
0.534	0.159978174	0.012633323	0.000559027	3.45E-06
0.535	0.158627354	0.012464931	0.000548232	3.35E-06
0.536	0.157287939	0.012298785	0.000537646	3.26E-06
0.537	0.155959834	0.012134853	0.000527264	3.16E-06
0.538	0.154642943	0.011973106	0.000517083	3.07E-06
0.539	0.153337171	0.011813515	0.000507098	2.98E-06
0.54	0.152042426	0.011656051	0.000497306	2.89E-06
0.541	0.150758612	0.011500686	0.000487703	2.81E-06
0.542	0.149485639	0.011347392	0.000478286	2.73E-06
0.543	0.148223415	0.011196141	0.00046905	2.65E-06
0.544	0.146971849	0.011046906	0.000459993	2.57E-06
0.545	0.145730851	0.010899661	0.00045111	2.50E-06
0.546	0.144500331	0.010754378	0.000442399	2.43E-06
0.547	0.143280202	0.010611032	0.000433857	2.35E-06
0.548	0.142070375	0.010469596	0.000425479	2.29E-06
0.549	0.140870764	0.010330045	0.000417263	2.22E-06
0.55	0.139681281	0.010192355	0.000409206	2.16E-06
0.551	0.138501843	0.0100565	0.000401304	2.09E-06
0.552	0.137332364	0.009922455	0.000393555	2.03E-06
0.553	0.136172759	0.009790198	0.000385955	1.97E-06
0.554	0.135022946	0.009659703	0.000378502	1.92E-06
0.555	0.133882842	0.009530947	0.000371194	1.86E-06
0.556	0.132752364	0.009403908	0.000364026	1.81E-06
0.557	0.131631432	0.009278562	0.000356997	1.75E-06
0.558	0.130519965	0.009154887	0.000350103	1.70E-06
0.559	0.129417883	0.009032861	0.000343343	1.65E-06
0.56	0.128325106	0.008912461	0.000336713	1.61E-06
0.561	0.127241557	0.008793665	0.000330211	1.56E-06
0.562	0.126167157	0.008676453	0.000323834	1.51E-06
0.563	0.125101829	0.008560804	0.000317581	1.47E-06
0.564	0.124045496	0.008446696	0.000311449	1.43E-06
0.565	0.122998083	0.008334109	0.000305435	1.39E-06
0.566	0.121959514	0.008223022	0.000299537	1.35E-06
0.567	0.120929714	0.008113417	0.000293753	1.31E-06
0.568	0.11990861	0.008005272	0.00028808	1.27E-06
0.569	0.118896128	0.007898569	0.000282518	1.23E-06
0.57	0.117892195	0.007793288	0.000277062	1.20E-06
0.571	0.116896739	0.00768941	0.000271712	1.16E-06
0.572	0.115909688	0.007586917	0.000266465	1.13E-06
0.573	0.114930972	0.00748579	0.00026132	1.09E-06
0.574	0.11396052	0.007386011	0.000256274	1.06E-06
0.575	0.112998262	0.007287562	0.000251325	1.03E-06
0.576	0.112044129	0.007190425	0.000246472	1.00E-06
0.577	0.111098053	0.007094583	0.000241713	9.73E-07
0.578	0.110159965	0.007000018	0.000237045	9.45E-07
0.579	0.109229799	0.006906714	0.000232468	9.17E-07
0.58	0.108307486	0.006814654	0.000227979	8.91E-07
0.581	0.107392961	0.00672382	0.000223577	8.65E-07
0.582	0.106486158	0.006634198	0.00021926	8.40E-07
0.583	0.105587012	0.00654577	0.000215026	8.15E-07
0.584	0.104695459	0.00645852	0.000210874	7.92E-07
0.585	0.103811433	0.006372434	0.000206802	7.69E-07
0.586	0.102934872	0.006287495	0.000202808	7.46E-07
0.587	0.102065712	0.006203688	0.000198892	7.25E-07
0.588	0.101203891	0.006120998	0.000195052	7.04E-07
0.589	0.100349348	0.006039411	0.000191285	6.83E-07
0.59	0.09950202	0.005958911	0.000187591	6.64E-07
0.591	0.098661846	0.005879484	0.000183969	6.44E-07
0.592	0.097828767	0.005801115	0.000180417	6.26E-07
0.593	0.097002722	0.005723792	0.000176933	6.07E-07
0.594	0.096183653	0.005647499	0.000173516	5.90E-07
0.595	0.095371499	0.005572222	0.000170166	5.73E-07
0.596	0.094566202	0.005497949	0.00016688	5.56E-07
0.597	0.093767706	0.005424667	0.000163657	5.40E-07
0.598	0.092975952	0.005352361	0.000160497	5.24E-07
0.599	0.092190883	0.005281018	0.000157398	5.09E-07
0.6	0.091412443	0.005210627	0.000154359	4.94E-07
