t	w1	w2	w3	w4
0.494	9.799561163	9.953326444	9.968362481	9.969223221
0.495	9.800993816	9.953538434	9.968379248	9.96922344
0.496	9.802414372	9.9537476	9.968395691	9.969223653
0.497	9.803822934	9.953953977	9.968411816	9.969223859
0.498	9.805219601	9.954157603	9.96842763	9.96922406
0.499	9.806604476	9.954358515	9.968443139	9.969224255
0.5	9.807977657	9.954556749	9.968458348	9.969224444
0.501	9.809339243	9.954752341	9.968473263	9.969224627
0.502	9.810689332	9.954945326	9.96848789	9.969224806
0.503	9.812028022	9.955135738	9.968502235	9.969224979
0.504	9.813355408	9.955323613	9.968516303	9.969225147
0.505	9.814671585	9.955508983	9.968530099	9.96922531
0.506	9.815976649	9.955691882	9.968543629	9.969225468
0.507	9.817270694	9.955872344	9.968556898	9.969225622
0.508	9.818553812	9.9560504	9.96856991	9.969225772
0.509	9.819826095	9.956226083	9.968582671	9.969225917
0.51	9.821087636	9.956399424	9.968595186	9.969226058
0.511	9.822338524	9.956570454	9.968607459	9.969226194
0.512	9.82357885	9.956739205	9.968619495	9.969226327
0.513	9.824808703	9.956905707	9.968631299	9.969226456
0.514	9.826028172	9.957069989	9.968642875	9.969226581
0.515	9.827237343	9.957232082	9.968654227	9.969226703
0.516	9.828436305	9.957392014	9.96866536	9.969226821
0.517	9.829625143	9.957549814	9.968676278	9.969226936
0.518	9.830803942	9.957705511	9.968686985	9.969227047
0.519	9.831972788	9.957859132	9.968697485	9.969227155
0.52	9.833131765	9.958010706	9.968707783	9.96922726
0.521	9.834280955	9.95816026	9.968717882	9.969227362
0.522	9.835420442	9.95830782	9.968727786	9.969227461
0.523	9.836550307	9.958453414	9.968737498	9.969227557
0.524	9.837670632	9.958597066	9.968747023	9.96922765
0.525	9.838781497	9.958738804	9.968756364	9.96922774
0.526	9.839882983	9.958878653	9.968765525	9.969227828
0.527	9.840975167	9.959016638	9.968774509	9.969227914
0.528	9.84205813	9.959152783	9.968783319	9.969227997
0.529	9.843131948	9.959287114	9.96879196	9.969228077
0.53	9.844196699	9.959419654	9.968800433	9.969228155
0.531	9.845252459	9.959550428	9.968808743	9.969228231
0.532	9.846299305	9.959679458	9.968816892	9.969228305
0.533	9.847337312	9.959806769	9.968824884	9.969228376
0.534	9.848366553	9.959932382	9.968832722	9.969228446
0.535	9.849387105	9.960056322	9.968840408	9.969228513
0.536	9.850399038	9.960178609	9.968847946	9.969228579
0.537	9.851402428	9.960299266	9.968855338	9.969228642
0.538	9.852397345	9.960418315	9.968862587	9.969228704
0.539	9.853383861	9.960535778	9.968869697	9.969228764
0.54	9.854362047	9.960651674	9.968876669	9.969228822
0.541	9.855331973	9.960766026	9.968883507	9.969228879
0.542	9.85629371	9.960878854	9.968890213	9.969228934
0.543	9.857247326	9.960990178	9.968896789	9.969228987
0.544	9.85819289	9.961100017	9.968903238	9.969229039
0.545	9.859130469	9.961208393	9.968909562	9.969229089
0.546	9.860060132	9.961315324	9.968915765	9.969229138
0.547	9.860981945	9.96142083	9.968921848	9.969229185
0.548	9.861895975	9.96152493	9.968927813	9.969229231
0.549	9.862802287	9.961627642	9.968933663	9.969229276
0.55	9.863700946	9.961728985	9.9689394	9.969229319
0.551	9.864592016	9.961828977	9.968945026	9.969229361
0.552	9.865475563	9.961927637	9.968950544	9.969229402
0.553	9.86635165	9.962024981	9.968955955	9.969229442
0.554	9.867220339	9.962121028	9.968961262	9.96922948
0.555	9.868081692	9.962215795	9.968966466	9.969229518
0.556	9.868935773	9.962309298	9.96897157	9.969229554
0.557	9.869782642	9.962401555	9.968976575	9.969229589
0.558	9.870622361	9.962492583	9.968981483	9.969229623
0.559	9.871454989	9.962582397	9.968986297	9.969229657
0.56	9.872280586	9.962671014	9.968991018	9.969229689
0.561	9.873099212	9.96275845	9.968995647	9.96922972
0.562	9.873910926	9.96284472	9.969000187	9.969229751
0.563	9.874715786	9.96292984	9.96900464	9.96922978
0.564	9.87551385	9.963013826	9.969009006	9.969229809
0.565	9.876305175	9.963096693	9.969013289	9.969229837
0.566	9.877089819	9.963178455	9.969017488	9.969229864
0.567	9.877867837	9.963259127	9.969021607	9.96922989
0.568	9.878639286	9.963338723	9.969025646	9.969229916
0.569	9.879404221	9.963417259	9.969029606	9.969229941
0.57	9.880162696	9.963494748	9.969033491	9.969229965
0.571	9.880914768	9.963571204	9.9690373	9.969229988
0.572	9.881660489	9.963646641	9.969041036	9.969230011
0.573	9.882399913	9.963721073	9.9690447	9.969230033
0.574	9.883133094	9.963794512	9.969048293	9.969230054
0.575	9.883860084	9.963866973	9.969051817	9.969230075
0.576	9.884580936	9.963938468	9.969055272	9.969230095
0.577	9.8852957	9.964009009	9.969058661	9.969230115
0.578	9.88600443	9.964078611	9.969061984	9.969230134
0.579	9.886707175	9.964147285	9.969065244	9.969230152
0.58	9.887403986	9.964215043	9.96906844	9.96923017
0.581	9.888094914	9.964281898	9.969071574	9.969230187
0.582	9.888780007	9.964347862	9.969074648	9.969230204
0.583	9.889459316	9.964412947	9.969077663	9.969230221
0.584	9.890132889	9.964477165	9.96908062	9.969230237
0.585	9.890800774	9.964540526	9.969083519	9.969230252
0.586	9.89146302	9.964603043	9.969086362	9.969230267
0.587	9.892119674	9.964664726	9.969089151	9.969230282
0.588	9.892770783	9.964725588	9.969091885	9.969230296
0.589	9.893416395	9.964785638	9.969094567	9.96923031
0.59	9.894056555	9.964844887	9.969097197	9.969230323
0.591	9.89469131	9.964903347	9.969099777	9.969230336
0.592	9.895320704	9.964961028	9.969102306	9.969230348
0.593	9.895944785	9.96501794	9.969104787	9.969230361
0.594	9.896563596	9.965074093	9.969107219	9.969230372
0.595	9.897177182	9.965129498	9.969109605	9.969230384
0.596	9.897785587	9.965184165	9.969111945	9.969230395
0.597	9.898388854	9.965238102	9.969114239	9.969230406
0.598	9.898987028	9.965291321	9.969116489	9.969230417
0.599	9.899580151	9.96534383	9.969118696	9.969230427
0.6	9.900168265	9.96539564	9.96912086	9.969230437
