t	alpha1	alpha2	alpha3	alpha4
0.493	7.103923772	7.91149903	8.359374752	8.691463391
0.494	7.123113167	7.930990751	8.378896112	8.710986452
0.495	7.142305379	7.95048289	8.398417505	8.730509515
0.496	7.161500385	7.969975441	8.417938931	8.750032578
0.497	7.180698161	7.989468399	8.437460388	8.769555641
0.498	7.199898683	8.008961759	8.456981877	8.789078704
0.499	7.21910193	8.028455515	8.476503396	8.808601768
0.5	7.238307877	8.047949662	8.496024946	8.828124833
0.501	7.257516501	8.067444194	8.515546525	8.847647897
0.502	7.276727781	8.086939107	8.535068132	8.867170963
0.503	7.295941694	8.106434395	8.554589769	8.886694028
0.504	7.315158217	8.125930053	8.574111433	8.906217094
0.505	7.334377328	8.145426077	8.593633124	8.92574016
0.506	7.353599007	8.164922462	8.613154842	8.945263226
0.507	7.37282323	8.184419202	8.632676586	8.964786293
0.508	7.392049976	8.203916294	8.652198356	8.98430936
0.509	7.411279225	8.223413731	8.671720152	9.003832427
0.51	7.430510955	8.242911511	8.691241972	9.023355495
0.511	7.449745145	8.262409628	8.710763816	9.042878562
0.512	7.468981774	8.281908077	8.730285684	9.062401631
0.513	7.488220822	8.301406855	8.749807576	9.081924699
0.514	7.507462268	8.320905956	8.76932949	9.101447768
0.515	7.526706092	8.340405377	8.788851427	9.120970836
0.516	7.545952274	8.359905114	8.808373385	9.140493905
0.517	7.565200794	8.379405161	8.827895366	9.160016975
0.518	7.584451633	8.398905516	8.847417367	9.179540044
0.519	7.60370477	8.418406173	8.86693939	9.199063114
0.52	7.622960186	8.437907129	8.886461432	9.218586184
0.521	7.642217863	8.45740838	8.905983495	9.238109254
0.522	7.66147778	8.476909922	8.925505577	9.257632324
0.523	7.68073992	8.496411751	8.945027679	9.277155395
0.524	7.700004263	8.515913864	8.964549799	9.296678466
0.525	7.71927079	8.535416255	8.984071938	9.316201537
0.526	7.738539484	8.554918923	9.003594095	9.335724608
0.527	7.757810326	8.574421862	9.023116269	9.355247679
0.528	7.777083298	8.59392507	9.042638461	9.37477075
0.529	7.796358381	8.613428543	9.062160671	9.394293822
0.53	7.815635558	8.632932277	9.081682896	9.413816894
0.531	7.834914812	8.652436269	9.101205139	9.433339966
0.532	7.854196125	8.671940515	9.120727397	9.452863038
0.533	7.873479479	8.691445012	9.140249672	9.47238611
0.534	7.892764857	8.710949757	9.159771961	9.491909182
0.535	7.912052242	8.730454746	9.179294266	9.511432254
0.536	7.931341617	8.749959976	9.198816586	9.530955327
0.537	7.950632966	8.769465445	9.218338921	9.5504784
0.538	7.969926271	8.788971147	9.237861269	9.570001473
0.539	7.989221517	8.808477082	9.257383632	9.589524546
0.54	8.008518686	8.827983245	9.276906009	9.609047619
0.541	8.027817763	8.847489633	9.296428399	9.628570692
0.542	8.047118731	8.866996244	9.315950803	9.648093765
0.543	8.066421574	8.886503074	9.335473219	9.667616838
0.544	8.085726278	8.906010121	9.354995648	9.687139912
0.545	8.105032825	8.925517382	9.37451809	9.706662985
0.546	8.1243412	8.945024853	9.394040544	9.726186059
0.547	8.143651388	8.964532533	9.41356301	9.745709133
0.548	8.162963374	8.984040417	9.433085488	9.765232207
0.549	8.182277143	9.003548504	9.452607977	9.784755281
0.55	8.201592678	9.023056791	9.472130478	9.804278355
0.551	8.220909966	9.042565275	9.49165299	9.823801429
0.552	8.240228992	9.062073954	9.511175513	9.843324503
0.553	8.259549741	9.081582824	9.530698046	9.862847577
0.554	8.278872198	9.101091884	9.55022059	9.882370652
0.555	8.298196349	9.120601131	9.569743144	9.901893726
0.556	8.31752218	9.140110562	9.589265709	9.921416801
0.557	8.336849676	9.159620175	9.608788283	9.940939875
0.558	8.356178824	9.179129967	9.628310867	9.96046295
0.559	8.375509609	9.198639937	9.64783346	9.979986025
0.56	8.394842018	9.218150081	9.667356063	9.999509099
0.561	8.414176037	9.237660397	9.686878675	10.01903217
0.562	8.433511652	9.257170884	9.706401296	10.03855525
0.563	8.45284885	9.276681538	9.725923926	10.05807832
0.564	8.472187618	9.296192358	9.745446564	10.0776014
0.565	8.491527941	9.315703342	9.764969211	10.09712447
0.566	8.510869808	9.335214486	9.784491866	10.11664755
0.567	8.530213206	9.35472579	9.804014529	10.13617062
0.568	8.54955812	9.374237251	9.823537201	10.1556937
0.569	8.568904538	9.393748866	9.84305988	10.17521677
0.57	8.588252449	9.413260634	9.862582567	10.19473985
0.571	8.607601838	9.432772553	9.882105261	10.21426293
0.572	8.626952694	9.452284621	9.901627963	10.233786
0.573	8.646305004	9.471796835	9.921150672	10.25330908
0.574	8.665658756	9.491309194	9.940673388	10.27283215
0.575	8.685013938	9.510821696	9.960196111	10.29235523
0.576	8.704370538	9.530334339	9.979718841	10.3118783
0.577	8.723728543	9.549847121	9.999241577	10.33140138
0.578	8.743087942	9.569360041	10.01876432	10.35092445
0.579	8.762448723	9.588873095	10.03828707	10.37044753
0.58	8.781810874	9.608386284	10.05780983	10.38997061
0.581	8.801174385	9.627899604	10.07733259	10.40949368
0.582	8.820539242	9.647413054	10.09685536	10.42901676
0.583	8.839905436	9.666926632	10.11637813	10.44853983
0.584	8.859272954	9.686440337	10.13590091	10.46806291
0.585	8.878641786	9.705954167	10.1554237	10.48758599
0.586	8.89801192	9.72546812	10.17494649	10.50710906
0.587	8.917383346	9.744982195	10.19446928	10.52663214
0.588	8.936756052	9.76449639	10.21399209	10.54615521
0.589	8.956130028	9.784010703	10.23351489	10.56567829
0.59	8.975505263	9.803525133	10.25303771	10.58520136
0.591	8.994881746	9.823039679	10.27256052	10.60472444
0.592	9.014259467	9.842554338	10.29208335	10.62424752
0.593	9.033638415	9.862069109	10.31160618	10.64377059
0.594	9.05301858	9.881583991	10.33112901	10.66329367
0.595	9.072399952	9.901098982	10.35065185	10.68281675
0.596	9.091782521	9.920614081	10.37017469	10.70233982
0.597	9.111166276	9.940129286	10.38969753	10.7218629
0.598	9.130551207	9.959644596	10.40922038	10.74138597
0.599	9.149937305	9.97916001	10.42874324	10.76090905
0.6	9.16932456	9.998675526	10.4482661	10.78043213
