t	alpha1	alpha2	alpha3	alpha4
0.492	5.691715669	6.344921504	6.707634657	6.976643056
0.493	5.70725119	6.360709741	6.72344815	6.992458032
0.494	5.722789071	6.376498335	6.739261671	7.008273009
0.495	5.738329292	6.39228728	6.755075221	7.024087987
0.496	5.753871833	6.408076573	6.770888799	7.039902965
0.497	5.769416675	6.423866208	6.786702403	7.055717943
0.498	5.784963797	6.439656182	6.802516035	7.071532921
0.499	5.800513182	6.455446488	6.818329693	7.0873479
0.5	5.816064809	6.471237124	6.834143377	7.103162879
0.501	5.83161866	6.487028084	6.849957086	7.118977858
0.502	5.847174716	6.502819365	6.865770819	7.134792838
0.503	5.862732958	6.518610962	6.881584577	7.150607818
0.504	5.878293368	6.53440287	6.897398359	7.166422799
0.505	5.893855928	6.550195086	6.913212164	7.182237779
0.506	5.909420619	6.565987606	6.929025991	7.19805276
0.507	5.924987424	6.581780425	6.944839842	7.213867741
0.508	5.940556324	6.59757354	6.960653714	7.229682723
0.509	5.956127303	6.613366946	6.976467608	7.245497704
0.51	5.971700341	6.62916064	6.992281523	7.261312686
0.511	5.987275423	6.644954618	7.008095459	7.277127669
0.512	6.00285253	6.660748876	7.023909415	7.292942651
0.513	6.018431646	6.67654341	7.039723391	7.308757634
0.514	6.034012754	6.692338217	7.055537387	7.324572616
0.515	6.049595837	6.708133293	7.071351402	7.340387599
0.516	6.065180878	6.723928635	7.087165436	7.356202583
0.517	6.08076786	6.739724238	7.102979488	7.372017566
0.518	6.096356768	6.7555201	7.118793558	7.38783255
0.519	6.111947584	6.771316216	7.134607647	7.403647534
0.52	6.127540294	6.787112584	7.150421752	7.419462518
0.521	6.14313488	6.802909201	7.166235875	7.435277502
0.522	6.158731327	6.818706062	7.182050014	7.451092486
0.523	6.17432962	6.834503165	7.19786417	7.466907471
0.524	6.189929743	6.850300507	7.213678342	7.482722456
0.525	6.205531679	6.866098083	7.229492529	7.49853744
0.526	6.221135415	6.881895892	7.245306733	7.514352425
0.527	6.236740935	6.89769393	7.261120951	7.530167411
0.528	6.252348223	6.913492194	7.276935184	7.545982396
0.529	6.267957265	6.92929068	7.292749432	7.561797381
0.53	6.283568046	6.945089387	7.308563695	7.577612367
0.531	6.299180552	6.960888311	7.324377971	7.593427353
0.532	6.314794767	6.976687448	7.340192261	7.609242339
0.533	6.330410677	6.992486798	7.356006565	7.625057325
0.534	6.346028268	7.008286355	7.371820881	7.640872311
0.535	6.361647527	7.024086119	7.387635211	7.656687297
0.536	6.377268437	7.039886085	7.403449554	7.672502283
0.537	6.392890987	7.055686251	7.419263909	7.68831727
0.538	6.408515162	7.071486616	7.435078276	7.704132256
0.539	6.424140947	7.087287175	7.450892656	7.719947243
0.54	6.439768331	7.103087926	7.466707047	7.735762229
0.541	6.455397298	7.118888867	7.48252145	7.751577216
0.542	6.471027836	7.134689996	7.498335864	7.767392203
0.543	6.486659932	7.150491309	7.514150289	7.78320719
0.544	6.502293572	7.166292805	7.529964725	7.799022177
0.545	6.517928743	7.18209448	7.545779172	7.814837165
0.546	6.533565433	7.197896333	7.561593629	7.830652152
0.547	6.549203628	7.213698361	7.577408097	7.846467139
0.548	6.564843316	7.229500562	7.593222575	7.862282127
0.549	6.580484484	7.245302933	7.609037062	7.878097114
0.55	6.59612712	7.261105472	7.62485156	7.893912102
0.551	6.611771212	7.276908178	7.640666066	7.90972709
0.552	6.627416746	7.292711047	7.656480583	7.925542077
0.553	6.643063711	7.308514078	7.672295108	7.941357065
0.554	6.658712095	7.324317268	7.688109642	7.957172053
0.555	6.674361886	7.340120615	7.703924185	7.972987041
0.556	6.690013071	7.355924118	7.719738737	7.988802029
0.557	6.70566564	7.371727774	7.735553297	8.004617017
0.558	6.72131958	7.38753158	7.751367866	8.020432005
0.559	6.73697488	7.403335536	7.767182442	8.036246994
0.56	6.752631529	7.419139639	7.782997027	8.052061982
0.561	6.768289514	7.434943887	7.798811619	8.06787697
0.562	6.783948825	7.450748278	7.814626219	8.083691958
0.563	6.799609451	7.466552811	7.830440827	8.099506947
0.564	6.81527138	7.482357483	7.846255442	8.115321935
0.565	6.830934601	7.498162292	7.862070064	8.131136924
0.566	6.846599104	7.513967237	7.877884694	8.146951912
0.567	6.862264878	7.529772316	7.89369933	8.162766901
0.568	6.877931912	7.545577528	7.909513973	8.17858189
0.569	6.893600195	7.561382869	7.925328623	8.194396878
0.57	6.909269716	7.577188339	7.94114328	8.210211867
0.571	6.924940466	7.592993936	7.956957943	8.226026856
0.572	6.940612434	7.608799658	7.972772612	8.241841845
0.573	6.95628561	7.624605504	7.988587287	8.257656834
0.574	6.971959983	7.640411472	8.004401969	8.273471822
0.575	6.987635543	7.656217559	8.020216656	8.289286811
0.576	7.003312281	7.672023766	8.036031349	8.3051018
0.577	7.018990186	7.68783009	8.051846048	8.320916789
0.578	7.034669249	7.703636529	8.067660753	8.336731778
0.579	7.050349459	7.719443082	8.083475463	8.352546767
0.58	7.066030807	7.735249747	8.099290179	8.368361757
0.581	7.081713284	7.751056524	8.1151049	8.384176746
0.582	7.09739688	7.76686341	8.130919626	8.399991735
0.583	7.113081585	7.782670404	8.146734357	8.415806724
0.584	7.12876739	7.798477504	8.162549093	8.431621713
0.585	7.144454287	7.81428471	8.178363834	8.447436702
0.586	7.160142264	7.83009202	8.19417858	8.463251692
0.587	7.175831314	7.845899432	8.209993331	8.479066681
0.588	7.191521428	7.861706944	8.225808086	8.49488167
0.589	7.207212596	7.877514557	8.241622846	8.51069666
0.59	7.22290481	7.893322268	8.25743761	8.526511649
0.591	7.23859806	7.909130076	8.273252378	8.542326638
0.592	7.254292338	7.92493798	8.289067151	8.558141628
0.593	7.269987635	7.940745978	8.304881928	8.573956617
0.594	7.285683944	7.956554069	8.320696709	8.589771607
0.595	7.301381254	7.972362252	8.336511495	8.605586596
0.596	7.317079558	7.988170526	8.352326284	8.621401586
0.597	7.332778847	8.00397889	8.368141077	8.637216575
0.598	7.348479113	8.019787342	8.383955874	8.653031565
0.599	7.364180348	8.035595881	8.399770674	8.668846554
0.6	7.379882543	8.051404506	8.415585478	8.684661544
