t	I1	I2	I3	I4
0.494	0.02160853	1.219899633	2.418190735	4.81477294
0.495	0.021320507	1.219634388	2.417948268	4.814576029
0.496	0.021036324	1.219372679	2.417709034	4.814381744
0.497	0.020755928	1.219114458	2.417472988	4.814190048
0.498	0.02047927	1.218859679	2.417240088	4.814000907
0.499	0.020206299	1.218608296	2.417010293	4.813814287
0.5	0.019936967	1.218360264	2.416783561	4.813630154
0.501	0.019671224	1.218115537	2.41655985	4.813448476
0.502	0.019409024	1.217874073	2.416339122	4.81326922
0.503	0.019150319	1.217635827	2.416121336	4.813092353
0.504	0.018895062	1.217400757	2.415906453	4.812917843
0.505	0.018643207	1.21716882	2.415694433	4.81274566
0.506	0.01839471	1.216939975	2.41548524	4.812575771
0.507	0.018149524	1.21671418	2.415278836	4.812408147
0.508	0.017907607	1.216491395	2.415075182	4.812242758
0.509	0.017668914	1.216271579	2.414874243	4.812079572
0.51	0.017433403	1.216054693	2.414675983	4.811918562
0.511	0.017201031	1.215840698	2.414480365	4.811759698
0.512	0.016971756	1.215629555	2.414287354	4.811602952
0.513	0.016745538	1.215421227	2.414096916	4.811448295
0.514	0.016522334	1.215215675	2.413909017	4.811295699
0.515	0.016302106	1.215012864	2.413723622	4.811145137
0.516	0.016084813	1.214812756	2.413540698	4.810996582
0.517	0.015870417	1.214615314	2.413360212	4.810850007
0.518	0.015658878	1.214420505	2.413182132	4.810705386
0.519	0.015450159	1.214228292	2.413006426	4.810562693
0.52	0.015244222	1.214038642	2.412833062	4.810421901
0.521	0.01504103	1.213851519	2.412662008	4.810282987
0.522	0.014840546	1.21366689	2.412493235	4.810145923
0.523	0.014642735	1.213484723	2.412326711	4.810010687
0.524	0.01444756	1.213304983	2.412162407	4.809877253
0.525	0.014254986	1.213127639	2.412000292	4.809745598
0.526	0.01406498	1.212952659	2.411840339	4.809615698
0.527	0.013877506	1.212780012	2.411682518	4.809487529
0.528	0.013692531	1.212609665	2.4115268	4.809361069
0.529	0.013510022	1.21244159	2.411373158	4.809236294
0.53	0.013329945	1.212275754	2.411221563	4.809113182
0.531	0.013152268	1.212112129	2.41107199	4.808991711
0.532	0.01297696	1.211950685	2.41092441	4.80887186
0.533	0.012803989	1.211791393	2.410778797	4.808753606
0.534	0.012633323	1.211634224	2.410635125	4.808636928
0.535	0.012464931	1.21147915	2.410493368	4.808521805
0.536	0.012298785	1.211326143	2.410353501	4.808408217
0.537	0.012134853	1.211175175	2.410215498	4.808296143
0.538	0.011973106	1.21102622	2.410079334	4.808185562
0.539	0.011813515	1.21087925	2.409944985	4.808076456
0.54	0.011656051	1.210734239	2.409812427	4.807968804
0.541	0.011500686	1.210591161	2.409681636	4.807862587
0.542	0.011347392	1.21044999	2.409552589	4.807757785
0.543	0.011196141	1.210310701	2.409425261	4.807654381
0.544	0.011046906	1.210173269	2.409299631	4.807552355
0.545	0.010899661	1.210037668	2.409175675	4.807451688
0.546	0.010754378	1.209903874	2.409053371	4.807352364
0.547	0.010611032	1.209771864	2.408932697	4.807254363
0.548	0.010469596	1.209641614	2.408813632	4.807157669
0.549	0.010330045	1.2095131	2.408696154	4.807062264
0.55	0.010192355	1.209386298	2.408580242	4.80696813
0.551	0.0100565	1.209261187	2.408465875	4.806875251
0.552	0.009922455	1.209137744	2.408353032	4.80678361
0.553	0.009790198	1.209015946	2.408241694	4.80669319
0.554	0.009659703	1.208895771	2.408131839	4.806603976
0.555	0.009530947	1.208777198	2.408023449	4.80651595
0.556	0.009403908	1.208660206	2.407916503	4.806429099
0.557	0.009278562	1.208544773	2.407810983	4.806343404
0.558	0.009154887	1.208430879	2.40770687	4.806258852
0.559	0.009032861	1.208318502	2.407604144	4.806175427
0.56	0.008912461	1.208207624	2.407502787	4.806093114
0.561	0.008793665	1.208098224	2.407402782	4.806011898
0.562	0.008676453	1.207990281	2.407304109	4.805931765
0.563	0.008560804	1.207883778	2.407206752	4.8058527
0.564	0.008446696	1.207778694	2.407110692	4.805774688
0.565	0.008334109	1.207675011	2.407015913	4.805697717
0.566	0.008223022	1.20757271	2.406922397	4.805621771
0.567	0.008113417	1.207471772	2.406830127	4.805546838
0.568	0.008005272	1.20737218	2.406739088	4.805472903
0.569	0.007898569	1.207273915	2.406649262	4.805399954
0.57	0.007793288	1.20717696	2.406560633	4.805327978
0.571	0.00768941	1.207081298	2.406473185	4.805256961
0.572	0.007586917	1.20698691	2.406386903	4.80518689
0.573	0.00748579	1.206893781	2.406301772	4.805117753
0.574	0.007386011	1.206801893	2.406217774	4.805049538
0.575	0.007287562	1.206711229	2.406134897	4.804982232
0.576	0.007190425	1.206621775	2.406053124	4.804915823
0.577	0.007094583	1.206533512	2.405972441	4.8048503
0.578	0.007000018	1.206446426	2.405892834	4.804785649
0.579	0.006906714	1.206360501	2.405814288	4.804721861
0.58	0.006814654	1.206275721	2.405736788	4.804658923
0.581	0.00672382	1.206192071	2.405660322	4.804596823
0.582	0.006634198	1.206109536	2.405584875	4.804535552
0.583	0.00654577	1.206028102	2.405510433	4.804475097
0.584	0.00645852	1.205947752	2.405436984	4.804415448
0.585	0.006372434	1.205868474	2.405364514	4.804356594
0.586	0.006287495	1.205790252	2.405293009	4.804298524
0.587	0.006203688	1.205713073	2.405222458	4.804241228
0.588	0.006120998	1.205636923	2.405152848	4.804184697
0.589	0.006039411	1.205561788	2.405084165	4.804128918
0.59	0.005958911	1.205487654	2.405016397	4.804073883
0.591	0.005879484	1.205414508	2.404949533	4.804019582
0.592	0.005801115	1.205342338	2.40488356	4.803966005
0.593	0.005723792	1.205271129	2.404818466	4.803913141
0.594	0.005647499	1.20520087	2.40475424	4.803860982
0.595	0.005572222	1.205131546	2.404690871	4.803809519
0.596	0.005497949	1.205063147	2.404628345	4.803758741
0.597	0.005424667	1.20499566	2.404566654	4.803708641
0.598	0.005352361	1.204929072	2.404505784	4.803659208
0.599	0.005281018	1.204863372	2.404445726	4.803610434
0.6	0.005210627	1.204798548	2.404386468	4.80356231
