t	w1	w2	w3	w4
0.492	7.932426241	8.061986702	8.074967444	8.07573263
0.493	7.933636348	8.062170016	8.074982355	8.075732833
0.494	7.934836237	8.062350888	8.074996978	8.075733031
0.495	7.936025995	8.062529348	8.075011319	8.075733223
0.496	7.937205707	8.06270543	8.075025383	8.075733409
0.497	7.938375457	8.062879164	8.075039175	8.07573359
0.498	7.93953533	8.063050583	8.075052701	8.075733766
0.499	7.94068541	8.063219717	8.075065966	8.075733937
0.5	7.941825779	8.063386597	8.075078975	8.075734102
0.501	7.942956518	8.063551252	8.075091732	8.075734263
0.502	7.94407771	8.063713713	8.075104244	8.07573442
0.503	7.945189435	8.063874008	8.075116513	8.075734571
0.504	7.946291772	8.064032167	8.075128546	8.075734719
0.505	7.947384802	8.064188217	8.075140346	8.075734862
0.506	7.948468602	8.064342187	8.075151918	8.075735
0.507	7.949543251	8.064494106	8.075163267	8.075735135
0.508	7.950608826	8.064643999	8.075174397	8.075735266
0.509	7.951665404	8.064791894	8.075185312	8.075735393
0.51	7.952713059	8.064937818	8.075196016	8.075735517
0.511	7.953751869	8.065081797	8.075206514	8.075735637
0.512	7.954781907	8.065223857	8.075216808	8.075735753
0.513	7.955803248	8.065364023	8.075226904	8.075735866
0.514	7.956815965	8.065502321	8.075236805	8.075735976
0.515	7.957820131	8.065638775	8.075246515	8.075736082
0.516	7.958815817	8.065773411	8.075256037	8.075736185
0.517	7.959803097	8.065906252	8.075265376	8.075736286
0.518	7.96078204	8.066037323	8.075274534	8.075736383
0.519	7.961752717	8.066166646	8.075283515	8.075736478
0.52	7.962715198	8.066294246	8.075292323	8.07573657
0.521	7.963669551	8.066420145	8.075300961	8.075736659
0.522	7.964615847	8.066544366	8.075309432	8.075736746
0.523	7.965554152	8.066666931	8.075317739	8.07573683
0.524	7.966484534	8.066787862	8.075325886	8.075736912
0.525	7.967407061	8.066907181	8.075333876	8.075736991
0.526	7.968321798	8.06702491	8.075341711	8.075737068
0.527	7.969228811	8.06714107	8.075349395	8.075737143
0.528	7.970128165	8.067255682	8.075356931	8.075737216
0.529	7.971019925	8.067368766	8.075364321	8.075737286
0.53	7.971904156	8.067480342	8.075371568	8.075737355
0.531	7.97278092	8.067590431	8.075378676	8.075737421
0.532	7.973650281	8.067699053	8.075385646	8.075737486
0.533	7.974512301	8.067806227	8.075392482	8.075737548
0.534	7.975367043	8.067911973	8.075399186	8.075737609
0.535	7.976214568	8.068016309	8.07540576	8.075737668
0.536	7.977054936	8.068119254	8.075412207	8.075737726
0.537	7.977888208	8.068220827	8.07541853	8.075737781
0.538	7.978714444	8.068321046	8.075424731	8.075737835
0.539	7.979533704	8.06841993	8.075430812	8.075737888
0.54	7.980346046	8.068517495	8.075436775	8.075737939
0.541	7.981151529	8.06861376	8.075442624	8.075737989
0.542	7.98195021	8.068708742	8.075448359	8.075738037
0.543	7.982742148	8.068802458	8.075453984	8.075738083
0.544	7.983527398	8.068894924	8.0754595	8.075738129
0.545	7.984306018	8.068986159	8.075464909	8.075738173
0.546	7.985078064	8.069076177	8.075470214	8.075738215
0.547	7.985843591	8.069164995	8.075475417	8.075738257
0.548	7.986602653	8.069252629	8.075480519	8.075738297
0.549	7.987355307	8.069339095	8.075485523	8.075738336
0.55	7.988101605	8.069424409	8.07549043	8.075738374
0.551	7.988841601	8.069508586	8.075495242	8.075738411
0.552	7.98957535	8.06959164	8.075499962	8.075738447
0.553	7.990302902	8.069673588	8.07550459	8.075738482
0.554	7.991024311	8.069754443	8.075509129	8.075738516
0.555	7.991739629	8.06983422	8.07551358	8.075738548
0.556	7.992448907	8.069912935	8.075517946	8.07573858
0.557	7.993152196	8.0699906	8.075522227	8.075738611
0.558	7.993849546	8.070067229	8.075526425	8.075738641
0.559	7.994541009	8.070142838	8.075530542	8.07573867
0.56	7.995226632	8.070217438	8.07553458	8.075738698
0.561	7.995906467	8.070291044	8.07553854	8.075738726
0.562	7.996580561	8.070363669	8.075542423	8.075738753
0.563	7.997248963	8.070435326	8.075546231	8.075738779
0.564	7.997911721	8.070506028	8.075549966	8.075738804
0.565	7.998568883	8.070575788	8.075553629	8.075738828
0.566	7.999220496	8.070644618	8.075557221	8.075738852
0.567	7.999866607	8.07071253	8.075560743	8.075738875
0.568	8.000507263	8.070779537	8.075564198	8.075738897
0.569	8.001142508	8.070845651	8.075567586	8.075738919
0.57	8.00177239	8.070910883	8.075570908	8.07573894
0.571	8.002396954	8.070975247	8.075574167	8.07573896
0.572	8.003016244	8.071038752	8.075577362	8.07573898
0.573	8.003630304	8.071101411	8.075580496	8.075739
0.574	8.00423918	8.071163234	8.075583569	8.075739018
0.575	8.004842914	8.071224234	8.075586583	8.075739037
0.576	8.005441551	8.07128442	8.075589538	8.075739054
0.577	8.006035132	8.071343805	8.075592437	8.075739071
0.578	8.006623702	8.071402397	8.075595279	8.075739088
0.579	8.007207302	8.071460209	8.075598067	8.075739104
0.58	8.007785974	8.07151725	8.075600801	8.07573912
0.581	8.00835976	8.071573531	8.075603482	8.075739135
0.582	8.008928701	8.071629062	8.075606111	8.07573915
0.583	8.009492839	8.071683852	8.07560869	8.075739164
0.584	8.010052212	8.071737912	8.075611218	8.075739178
0.585	8.010606863	8.071791252	8.075613698	8.075739192
0.586	8.01115683	8.07184388	8.07561613	8.075739205
0.587	8.011702153	8.071895808	8.075618515	8.075739218
0.588	8.012242871	8.071947043	8.075620854	8.07573923
0.589	8.012779024	8.071997595	8.075623148	8.075739242
0.59	8.01331065	8.072047473	8.075625398	8.075739254
0.591	8.013837787	8.072096686	8.075627604	8.075739265
0.592	8.014360473	8.072145244	8.075629767	8.075739276
0.593	8.014878745	8.072193154	8.075631889	8.075739287
0.594	8.015392641	8.072240426	8.07563397	8.075739297
0.595	8.015902198	8.072287067	8.075636011	8.075739307
0.596	8.016407453	8.072333087	8.075638012	8.075739317
0.597	8.016908441	8.072378493	8.075639974	8.075739327
0.598	8.017405199	8.072423295	8.075641899	8.075739336
0.599	8.017897762	8.072467499	8.075643786	8.075739345
0.6	8.018386166	8.072511113	8.075645637	8.075739354
